! XYN file created by WinPLOTR
!            X_1            Yobs
        62.27398        26.00000
        62.30738        35.00000
        62.34078        32.00000
        62.37428        40.00000
        62.40768        32.00000
        62.44107        42.00000
        62.47447        33.00000
        62.50797        41.00000
        62.54137        51.00000
        62.57477        62.00000
        62.60817        45.00000
        62.64156        71.00000
        62.67506        86.00000
        62.70846       101.00000
        62.74186       159.00000
        62.77525       208.00000
        62.80875       389.00000
        62.84215       516.00000
        62.87555       567.00000
        62.90894       420.00000
        62.94244       322.00000
        62.97584       272.00000
        63.00924       291.00000
        63.04264       316.00000
        63.07604       229.00000
        63.10954       124.00000
        63.14293        90.00000
        63.17633        56.00000
        63.20973        47.00000
        63.24313        42.00000
        63.27663        46.00000
        63.31002        41.00000
        63.34342        30.00000
        63.37682        28.00000
        63.41031        32.00000
        63.44371        32.00000
        63.47711        25.00000
        63.51051        35.00000
        63.54401        28.00000
        63.57741        28.00000
        63.61080        22.00000
        63.64420        31.00000
        63.67760        26.00000
        63.71110        30.00000
        63.74450        30.00000
        63.77789        21.00000
        63.81129        40.00000
        63.84479        32.00000
        63.87819        38.00000
        63.91158        38.00000
        63.94498        27.00000
        63.97838        13.00000
        64.01188        21.00000
        64.04527        35.00000
        64.07867        33.00000
        64.11208        25.00000
        64.14557        21.00000
        64.17897        28.00000
        64.21237        23.00000
        64.24576        33.00000
        64.27926        21.00000
        64.31266        32.00000
        64.34606        33.00000
        64.37946        26.00000
        64.41286        25.00000
        64.44635        36.00000
        64.47975        26.00000
        64.51315        28.00000
        64.54655        20.00000
        64.58005        22.00000
        64.61344        23.00000
        64.64684        33.00000
        64.68024        32.00000
        64.71364        26.00000
        64.74713        30.00000
        64.78053        33.00000
        64.81393        28.00000
        64.84733        28.00000
        64.88082        28.00000
        64.91422        25.00000
        64.94762        30.00000
        64.98102        31.00000
        65.01452        27.00000
        65.04791        30.00000
        65.08131        22.00000
        65.11471        28.00000
        65.14811        38.00000
        65.18161        31.00000
        65.21500        36.00000
        65.24840        30.00000
        65.28180        18.00000
        65.31520        25.00000
        65.34869        22.00000
        65.38210        26.00000
        65.41549        30.00000
        65.44889        20.00000
        65.48238        31.00000
        65.51579        26.00000
        65.54919        17.00000
        65.58259        32.00000
        65.61607        33.00000
        65.64948        21.00000
        65.68288        25.00000
        65.71627        25.00000
        65.74967        23.00000
        65.78317        26.00000
        65.81657        28.00000
        65.84996        20.00000
        65.88336        37.00000
        65.91686        30.00000
        65.95026        40.00000
        65.98366        32.00000
        66.01705        35.00000
        66.05045        30.00000
        66.08395        30.00000
        66.11735        26.00000
        66.15075        40.00000
        66.18414        41.00000
        66.21764        30.00000
        66.25104        36.00000
        66.28444        69.00000
        66.31783        89.00000
        66.35123        85.00000
        66.38473       101.00000
        66.41813        77.00000
        66.45152        69.00000
        66.48492        60.00000
        66.51842        62.00000
        66.55183        86.00000
        66.58521        92.00000
        66.61861        51.00000
        66.65211        33.00000
        66.68551        38.00000
        66.71891        42.00000
        66.75231        21.00000
        66.78571        37.00000
        66.81920        32.00000
        66.85260        37.00000
        66.88600        30.00000
        66.91940        28.00000
        66.95290        32.00000
        66.98629        25.00000
        67.01969        32.00000
        67.05309        31.00000
        67.08649        32.00000
        67.11999        31.00000
        67.15338        23.00000
        67.18678        25.00000
        67.22018        46.00000
        67.25368        31.00000
        67.28707        28.00000
        67.32047        32.00000
        67.35387        33.00000
        67.38727        30.00000
        67.42076        32.00000
        67.45416        25.00000
        67.48756        30.00000
        67.52096        38.00000
        67.55446        31.00000
        67.58785        45.00000
        67.62125        40.00000
        67.65465        47.00000
        67.68805        51.00000
        67.72155        52.00000
        67.75494        71.00000
        67.78834        90.00000
        67.82174       128.00000
        67.85524       185.00000
        67.88863       306.00000
        67.92204       410.00000
        67.95543       467.00000
        67.98892       389.00000
        68.02232       234.00000
        68.05573       208.00000
        68.08913       231.00000
        68.12252       247.00000
        68.15601       209.00000
        68.18941       190.00000
        68.22281       108.00000
        68.25621        76.00000
        68.28971        50.00000
        68.32311        65.00000
        68.35650        36.00000
        68.38990        36.00000
        68.42330        32.00000
        68.45679        33.00000
        68.49020        28.00000
        68.52360        36.00000
        68.55699        35.00000
        68.59048        38.00000
        68.62389        38.00000
        68.65729        38.00000
        68.69068        35.00000
        68.72418        30.00000
        68.75758        40.00000
        68.79098        47.00000
        68.82437        46.00000
        68.85777        36.00000
        68.89127        62.00000
        68.92466        64.00000
        68.95806        67.00000
        68.99146        96.00000
        69.02496       136.00000
        69.05836       214.00000
        69.09176       200.00000
        69.12515       219.00000
        69.15855       126.00000
        69.19205       123.00000
        69.22545       125.00000
        69.25885       111.00000
        69.29224       116.00000
        69.32574       125.00000
        69.35914        80.00000
        69.39253        45.00000
        69.42593        52.00000
        69.45934        31.00000
        69.49283        37.00000
        69.52622        37.00000
        69.55962        30.00000
        69.59303        21.00000
        69.62652        30.00000
        69.65992        31.00000
        69.69332        21.00000
        69.72671        20.00000
        69.76011        22.00000
        69.79361        22.00000
        69.82701        33.00000
        69.86040        27.00000
        69.89380        32.00000
        69.92730        22.00000
        69.96069        20.00000
        69.99409        26.00000
        70.02750        18.00000
        70.06090        28.00000
        70.09439        33.00000
        70.12778        31.00000
        70.16119        30.00000
        70.19458        27.00000
        70.22808        25.00000
        70.26148        30.00000
        70.29488        21.00000
        70.32827        30.00000
        70.36177        32.00000
        70.39517        18.00000
        70.42857        25.00000
        70.46197        28.00000
        70.49536        22.00000
        70.52885        26.00000
        70.56226        23.00000
        70.59566        23.00000
        70.62906        27.00000
        70.66255        30.00000
        70.69595        37.00000
        70.72935        35.00000
        70.76274        22.00000
        70.79614        21.00000
        70.82964        33.00000
        70.86304        25.00000
        70.89643        25.00000
        70.92983        17.00000
        70.96333        38.00000
        70.99673        22.00000
        71.03013        27.00000
        71.06352        23.00000
        71.09702        18.00000
        71.13042        27.00000
        71.16382        35.00000
        71.19722        27.00000
        71.23061        23.00000
        71.26411        22.00000
        71.29751        25.00000
        71.33090        13.00000
        71.36430        26.00000
        71.39780        21.00000
        71.43120        28.00000
        71.46459        27.00000
        71.49799        21.00000
        71.53139        23.00000
        71.56489        23.00000
        71.59829        27.00000
        71.63169        21.00000
        71.66508        20.00000
        71.69858        28.00000
        71.73198        22.00000
        71.76538        26.00000
        71.79877        20.00000
        71.83218        28.00000
        71.86567        23.00000
        71.89906        26.00000
        71.93246        18.00000
        71.96587        31.00000
        71.99936        16.00000
        72.03276        22.00000
        72.06615        31.00000
        72.09956        26.00000
        72.13295        18.00000
        72.16645        18.00000
        72.19985        17.00000
        72.23325        32.00000
        72.26664        20.00000
        72.30014        26.00000
        72.33353        22.00000
        72.36694        33.00000
        72.40034        43.00000
        72.43373        32.00000
        72.46722        31.00000
        72.50063        30.00000
        72.53403        45.00000
        72.56742        51.00000
        72.60092        52.00000
        72.63432        41.00000
        72.66771        32.00000
        72.70111        42.00000
        72.73461        48.00000
        72.76801        36.00000
        72.80141        54.00000
        72.83480        46.00000
        72.86820        38.00000
        72.90170        20.00000
        72.93510        20.00000
        72.96850        27.00000
        73.00189        32.00000
        73.03539        21.00000
        73.06879        27.00000
        73.10219        30.00000
        73.13558        23.00000
        73.16898        27.00000
        73.20248        23.00000
        73.23587        27.00000
        73.26927        27.00000
        73.30267        28.00000
        73.33617        22.00000
        73.36957        22.00000
        73.40297        25.00000
        73.43636        30.00000
        73.46986        25.00000
        73.50326        25.00000
        73.53666        23.00000
        73.57005        18.00000
        73.60345        32.00000
        73.63695        18.00000
        73.67034        25.00000
        73.70374        21.00000
        73.73714        22.00000
        73.77054        28.00000
        73.80404        30.00000
        73.83743        27.00000
        73.87083        20.00000
        73.90423        18.00000
        73.93773        35.00000
        73.97113        30.00000
        74.00452        31.00000
        74.03792        25.00000
        74.07142        21.00000
        74.10481        33.00000
        74.13821        15.00000
        74.17162        18.00000
        74.20500        21.00000
        74.23850        21.00000
        74.27190        36.00000
        74.30531        22.00000
        74.33870        18.00000
        74.37220        32.00000
        74.40559        27.00000
        74.43899        31.00000
        74.47239        23.00000
        74.50579        35.00000
        74.53928        20.00000
        74.57269        13.00000
        74.60608        25.00000
        74.63947        18.00000
        74.67297        23.00000
        74.70638        36.00000
        74.73978        27.00000
        74.77317        22.00000
        74.80666        28.00000
        74.84007        27.00000
        74.87346        33.00000
        74.90686        30.00000
        74.94026        21.00000
        74.97375        27.00000
        75.00715        35.00000
        75.04055        28.00000
        75.07394        20.00000
        75.10744        30.00000
        75.14085        30.00000
        75.17424        23.00000
        75.20763        28.00000
        75.24104        22.00000
        75.27454        23.00000
        75.30793        15.00000
        75.34133        25.00000
        75.37473        33.00000
        75.40822        27.00000
        75.44162        31.00000
        75.47502        26.00000
        75.50842        18.00000
        75.54182        17.00000
        75.57531        15.00000
        75.60870        26.00000
        75.64211        18.00000
        75.67551        31.00000
        75.70901        25.00000
        75.74240        25.00000
        75.77579        20.00000
        75.80920        26.00000
        75.84259        23.00000
        75.87609        26.00000
        75.90949        25.00000
        75.94289        26.00000
        75.97628        28.00000
        76.00978        25.00000
        76.04317        28.00000
        76.07658        27.00000
        76.10998        17.00000
        76.14336        25.00000
        76.17686        23.00000
        76.21027        32.00000
        76.24367        25.00000
        76.27706        21.00000
        76.31056        33.00000
        76.34396        25.00000
        76.37735        22.00000
        76.41075        21.00000
        76.44425        25.00000
        76.47765        31.00000
        76.51105        22.00000
        76.54444        21.00000
        76.57784        26.00000
        76.61134        35.00000
        76.64474        21.00000
        76.67813        33.00000
        76.71153        26.00000
        76.74503        32.00000
        76.77842        20.00000
        76.81182        35.00000
        76.84522        46.00000
        76.87862        55.00000
        76.91212        84.00000
        76.94551        76.00000
        76.97891        66.00000
        77.01231        77.00000
        77.04581        45.00000
        77.07921        48.00000
        77.11260        59.00000
        77.14600        42.00000
        77.17950        71.00000
        77.21289        50.00000
        77.24629        51.00000
        77.27969        45.00000
        77.31308        35.00000
        77.34658        31.00000
        77.37998        31.00000
        77.41338        37.00000
        77.44678        37.00000
        77.48028        23.00000
        77.51368        28.00000
        77.54707        30.00000
        77.58047        28.00000
        77.61387        32.00000
        77.64736        16.00000
        77.68076        17.00000
        77.71416        26.00000
        77.74755        35.00000
        77.78105        41.00000
        77.81445        32.00000
        77.84785        27.00000
        77.88125        22.00000
        77.91464        22.00000
        77.94814        12.00000
        77.98154        23.00000
        78.01494        23.00000
        78.04833        22.00000
        78.08183        40.00000
        78.11523        21.00000
        78.14862        16.00000
        78.18202        20.00000
        78.21542        18.00000
        78.24892        21.00000
        78.28232        26.00000
        78.31571        23.00000
        78.34911        18.00000
        78.38261        30.00000
        78.41601        21.00000
        78.44941        27.00000
        78.48280        20.00000
        78.51630        27.00000
        78.54970        11.00000
        78.58309        18.00000
        78.61649        15.00000
        78.64989        17.00000
        78.68339        27.00000
        78.71678        26.00000
        78.75018        33.00000
        78.78358        26.00000
        78.81708        25.00000
        78.85048        28.00000
        78.88387        37.00000
        78.91727        26.00000
        78.95067        28.00000
        78.98416        11.00000
        79.01756        22.00000
        79.05096        32.00000
        79.08435        21.00000
        79.11785        21.00000
        79.15125        31.00000
        79.18465        21.00000
        79.21805        23.00000
        79.25145        25.00000
        79.28493        35.00000
        79.31834        32.00000
        79.35174        26.00000
        79.38514        12.00000
        79.41863        20.00000
        79.45203        21.00000
        79.48543        16.00000
        79.51882        25.00000
        79.55232        25.00000
        79.58572        38.00000
        79.61912        20.00000
        79.65252        26.00000
        79.68591        21.00000
        79.71941        35.00000
        79.75281        40.00000
        79.78621        30.00000
        79.81960        21.00000
        79.85300        17.00000
        79.88650        23.00000
        79.91989        16.00000
        79.95329        30.00000
        79.98669        25.00000
        80.02019        33.00000
        80.05359        28.00000
        80.08698        23.00000
        80.12038        21.00000
        80.15388        32.00000
        80.18728        18.00000
        80.22067        25.00000
        80.25407        26.00000
        80.28747        30.00000
        80.32096        26.00000
        80.35436        26.00000
        80.38776        25.00000
        80.42116        27.00000
        80.45466        37.00000
        80.48805        20.00000
        80.52145        26.00000
        80.55485        25.00000
        80.58825        23.00000
        80.62174        26.00000
        80.65514        40.00000
        80.68854        20.00000
        80.72193        31.00000
        80.75543        35.00000
        80.78883        23.00000
        80.82223        25.00000
        80.85562        28.00000
        80.88912        25.00000
        80.92252        30.00000
        80.95592        22.00000
        80.98932        17.00000
        81.02271        28.00000
        81.05621        20.00000
        81.08961        22.00000
        81.12300        28.00000
        81.15640        28.00000
        81.18990        30.00000
        81.22330        32.00000
        81.25669        50.00000
        81.29009        48.00000
        81.32349        62.00000
        81.35699        41.00000
        81.39039        45.00000
        81.42377        45.00000
        81.45718        46.00000
        81.49068        31.00000
        81.52407        17.00000
        81.55747        36.00000
        81.59087        30.00000
        81.62437        47.00000
        81.65776        47.00000
        81.69116        38.00000
        81.72456        31.00000
        81.75796        28.00000
        81.79146        25.00000
        81.82484        16.00000
        81.85825        30.00000
        81.89165        30.00000
        81.92515        21.00000
        81.95854        26.00000
        81.99194        21.00000
        82.02534        22.00000
        82.05873        27.00000
        82.09223        27.00000
        82.12563        23.00000
        82.15903        21.00000
        82.19243        27.00000
        82.22591        30.00000
        82.25932        22.00000
        82.29272        16.00000
        82.32611        28.00000
        82.35951        26.00000
        82.39301        26.00000
        82.42640        23.00000
        82.45980        27.00000
        82.49320        32.00000
        82.52670        27.00000
        82.56010        15.00000
        82.59350        28.00000
        82.62688        25.00000
        82.66029        26.00000
        82.69379        33.00000
        82.72718        28.00000
        82.76058        28.00000
        82.79398        18.00000
        82.82747        26.00000
        82.86087        20.00000
        82.89427        27.00000
        82.92767        23.00000
        82.96107        30.00000
        82.99456        23.00000
        83.02795        30.00000
        83.06136        26.00000
        83.09476        28.00000
        83.12825        32.00000
        83.16165        26.00000
        83.19505        27.00000
        83.22844        11.00000
        83.26194        27.00000
        83.29534        28.00000
        83.32874        37.00000
        83.36214        22.00000
        83.39553        28.00000
        83.42902        22.00000
        83.46243        37.00000
        83.49583        25.00000
        83.52922        23.00000
        83.56272        28.00000
        83.59612        23.00000
        83.62951        26.00000
        83.66291        23.00000
        83.69631        25.00000
        83.72980        22.00000
        83.76321        25.00000
        83.79660        28.00000
        83.82999        25.00000
        83.86349        31.00000
        83.89690        21.00000
        83.93029        36.00000
        83.96368        33.00000
        83.99718        23.00000
        84.03058        37.00000
        84.06398        27.00000
        84.09738        22.00000
        84.13078        23.00000
        84.16428        27.00000
        84.19767        27.00000
        84.23106        28.00000
        84.26447        23.00000
        84.29787        31.00000
        84.33136        25.00000
        84.36475        21.00000
        84.39816        30.00000
        84.43155        23.00000
        84.46505        23.00000
        84.49845        25.00000
        84.53185        16.00000
        84.56524        25.00000
        84.59873        18.00000
        84.63213        22.00000
        84.66553        38.00000
        84.69893        25.00000
        84.73233        25.00000
        84.76582        31.00000
        84.79922        16.00000
        84.83262        35.00000
        84.86602        28.00000
        84.89951        22.00000
        84.93291        17.00000
        84.96631        32.00000
        84.99970        36.00000
        85.03310        17.00000
        85.06660        16.00000
        85.10000        28.00000
        85.13339        31.00000
        85.16679        25.00000
        85.20029        35.00000
        85.23369        27.00000
        85.26709        20.00000
        85.30048        30.00000
        85.33398        23.00000
        85.36738        35.00000
        85.40077        18.00000
        85.43417        32.00000
        85.46758        30.00000
        85.50107        18.00000
        85.53446        20.00000
        85.56786        22.00000
        85.60126        36.00000
        85.63476        28.00000
        85.66815        20.00000
        85.70155        26.00000
        85.73495        31.00000
        85.76834        33.00000
        85.80184        18.00000
        85.83524        28.00000
        85.86864        27.00000
        85.90204        22.00000
        85.93553        20.00000
        85.96893        22.00000
        86.00233        20.00000
        86.03573        31.00000
        86.06912        38.00000
        86.10262        37.00000
        86.13602        11.00000
        86.16941        26.00000
        86.20281        23.00000
        86.23631        17.00000
        86.26971        32.00000
        86.30311        16.00000
        86.33650        17.00000
        86.36990        32.00000
        86.40340        20.00000
        86.43679        26.00000
        86.47019        16.00000
        86.50359        21.00000
        86.53708        28.00000
        86.57048        31.00000
        86.60388        21.00000
        86.63728        30.00000
        86.67068        31.00000
        86.70418        21.00000
        86.73756        27.00000
        86.77097        23.00000
        86.80437        17.00000
        86.83786        28.00000
        86.87126        26.00000
        86.90466        35.00000
        86.93805        21.00000
        86.97155        22.00000
        87.00495        22.00000
        87.03835        20.00000
        87.07175        15.00000
        87.10514        35.00000
        87.13863        22.00000
        87.17204        36.00000
        87.20543        13.00000
        87.23883        25.00000
        87.27233        20.00000
        87.30572        21.00000
        87.33912        25.00000
        87.37252        30.00000
        87.40591        18.00000
        87.43941        33.00000
        87.47282        27.00000
        87.50620        30.00000
        87.53960        17.00000
        87.57310        31.00000
        87.60650        17.00000
        87.63990        21.00000
        87.67329        22.00000
        87.70679        11.00000
        87.74019        20.00000
        87.77358        32.00000
        87.80698        18.00000
        87.84039        32.00000
        87.87388        50.00000
        87.90727        20.00000
        87.94067        22.00000
        87.97407        30.00000
        88.00747        32.00000
        88.04097        28.00000
        88.07436        31.00000
        88.10776        32.00000
        88.14116        20.00000
        88.17465        31.00000
        88.20805        23.00000
        88.24146        25.00000
        88.27484        25.00000
        88.30834        33.00000
        88.34174        17.00000
        88.37514        27.00000
        88.40854        22.00000
        88.44193        26.00000
        88.47543        38.00000
        88.50883        20.00000
        88.54222        27.00000
        88.57562        36.00000
        88.60912        31.00000
        88.64252        22.00000
        88.67591        27.00000
        88.70931        26.00000
        88.74271        28.00000
        88.77621        16.00000
        88.80961        26.00000
        88.84300        32.00000
        88.87640        22.00000
        88.90989        37.00000
        88.94329        38.00000
        88.97669        23.00000
        89.01009        28.00000
        89.04348        36.00000
        89.07698        32.00000
        89.11037        28.00000
        89.14378        21.00000
        89.17718        30.00000
        89.21067        33.00000
        89.24406        17.00000
        89.27747        23.00000
        89.31086        21.00000
        89.34436        32.00000
        89.37775        46.00000
        89.41116        45.00000
        89.44455        51.00000
        89.47794        51.00000
        89.51144        87.00000
        89.54485       101.00000
        89.57824       146.00000
        89.61164       163.00000
        89.64513       123.00000
        89.67853        95.00000
        89.71193        85.00000
        89.74533        65.00000
        89.77872        47.00000
        89.81223        70.00000
        89.84561       108.00000
        89.87901        91.00000
        89.91241       101.00000
        89.94591        79.00000
        89.97931        57.00000
        90.01271        43.00000
        90.04610        32.00000
        90.07950        33.00000
        90.11300        20.00000
        90.14639        37.00000
        90.17979        32.00000
        90.21318        32.00000
        90.24668        22.00000
        90.28008        28.00000
        90.31348        30.00000
        90.34688        30.00000
        90.38028        28.00000
        90.41377        27.00000
        90.44717        22.00000
        90.48057        27.00000
        90.51396        41.00000
        90.54746        18.00000
        90.58086        23.00000
        90.61425        21.00000
        90.64765        25.00000
        90.68114        25.00000
        90.71455        37.00000
        90.74795        32.00000
        90.78134        27.00000
        90.81474        26.00000
        90.84824        18.00000
        90.88163        32.00000
        90.91503        26.00000
        90.94843        27.00000
        90.98193        23.00000
        91.01532        23.00000
        91.04871        20.00000
        91.08212        16.00000
        91.11552        33.00000
        91.14901        25.00000
        91.18241        28.00000
        91.21581        32.00000
        91.24920        26.00000
        91.28270        28.00000
        91.31610        31.00000
        91.34949        25.00000
        91.38289        17.00000
        91.41638        22.00000
        91.44978        25.00000
        91.48318        31.00000
        91.51658        28.00000
        91.54998        21.00000
        91.58348        36.00000
        91.61687        26.00000
        91.65027        28.00000
        91.68367        28.00000
        91.71716        25.00000
        91.75056        22.00000
        91.78395        33.00000
        91.81735        33.00000
        91.85075        22.00000
        91.88425        27.00000
        91.91765        18.00000
        91.95105        35.00000
        91.98444        23.00000
        92.01794        25.00000
        92.05134        23.00000
        92.08473        33.00000
        92.11813        36.00000
        92.15153        30.00000
        92.18502        17.00000
        92.21842        26.00000
        92.25182        28.00000
        92.28522        27.00000
        92.31872        25.00000
        92.35211        27.00000
        92.38551        37.00000
        92.41890        27.00000
        92.45230        22.00000
        92.48580        31.00000
        92.51920        25.00000
        92.55260        31.00000
        92.58599        28.00000
        92.61948        32.00000
        92.65289        31.00000
        92.68629        38.00000
        92.71968        48.00000
        92.75307        77.00000
        92.78657        66.00000
        92.81997        43.00000
        92.85337        60.00000
        92.88676        37.00000
        92.92027        41.00000
        92.95367        47.00000
        92.98705        33.00000
        93.02045        41.00000
        93.05395        51.00000
        93.08735        50.00000
        93.12075        45.00000
        93.15414        37.00000
        93.18754        43.00000
        93.22104        23.00000
        93.25443        36.00000
        93.28783        30.00000
        93.32124        23.00000
        93.35472        26.00000
        93.38812        26.00000
        93.42152        25.00000
        93.45492        36.00000
        93.48832        27.00000
        93.52181        16.00000
        93.55521        22.00000
        93.58861        30.00000
        93.62200        27.00000
        93.65550        27.00000
        93.68890        22.00000
        93.72230        28.00000
        93.75569        27.00000
        93.78918        25.00000
        93.82259        40.00000
        93.85599        27.00000
        93.88938        30.00000
        93.92278        20.00000
        93.95627        31.00000
        93.98967        35.00000
        94.02307        20.00000
        94.05647        30.00000
        94.08987        35.00000
        94.12337        31.00000
        94.15675        25.00000
        94.19016        30.00000
        94.22356        27.00000
        94.25705        32.00000
        94.29045        30.00000
        94.32384        26.00000
        94.35724        26.00000
        94.39074        28.00000
        94.42413        27.00000
        94.45753        21.00000
        94.49094        27.00000
        94.52432        23.00000
        94.55782        22.00000
        94.59122        30.00000
        94.62462        21.00000
        94.65802        30.00000
        94.69151        31.00000
        94.72491        16.00000
        94.75831        26.00000
        94.79170        26.00000
        94.82510        21.00000
        94.85860        31.00000
        94.89200        25.00000
        94.92539        48.00000
        94.95879        33.00000
        94.99229        28.00000
        95.02569        38.00000
        95.05908        30.00000
        95.09248        37.00000
        95.12597        45.00000
        95.15937        46.00000
        95.19277        84.00000
        95.22617       114.00000
        95.25957       130.00000
        95.29307       167.00000
        95.32645       159.00000
        95.35986       135.00000
        95.39325        79.00000
        95.42675        75.00000
        95.46015        55.00000
        95.49354        50.00000
        95.52694        65.00000
        95.56034        72.00000
        95.59383        80.00000
        95.62724        80.00000
        95.66063        85.00000
        95.69402        70.00000
        95.72752        48.00000
        95.76092        51.00000
        95.79432        41.00000
        95.82772        37.00000
        95.86111        41.00000
        95.89461        42.00000
        95.92800        37.00000
        95.96140        26.00000
        95.99480        35.00000
        96.02830        26.00000
        96.06170        36.00000
        96.09509        25.00000
        96.12849        23.00000
        96.16199        20.00000
        96.19538        35.00000
        96.22878        27.00000
        96.26218        35.00000
        96.29557        23.00000
        96.32907        26.00000
        96.36246        25.00000
        96.39587        25.00000
        96.42927        27.00000
        96.46265        21.00000
        96.49615        21.00000
        96.52956        23.00000
        96.56295        28.00000
        96.59635        25.00000
        96.62984        30.00000
        96.66325        28.00000
        96.69664        27.00000
        96.73003        21.00000
        96.76353        22.00000
        96.79694        20.00000
        96.83033        27.00000
        96.86372        25.00000
        96.89712        27.00000
        96.93062        16.00000
        96.96402        22.00000
        96.99741        30.00000
        97.03082        17.00000
        97.06430        18.00000
        97.09770        22.00000
        97.13110        37.00000
        97.16450        27.00000
        97.19790        21.00000
        97.23140        20.00000
        97.26479        25.00000
        97.29819        27.00000
        97.33158        25.00000
        97.36508        27.00000
        97.39848        25.00000
        97.43188        18.00000
        97.46527        25.00000
        97.49877        22.00000
        97.53217        32.00000
        97.56557        23.00000
        97.59896        30.00000
        97.63235        22.00000
        97.66586        22.00000
        97.69925        23.00000
        97.73265        32.00000
        97.76604        37.00000
        97.79955        23.00000
        97.83295        28.00000
        97.86633        28.00000
        97.89973        27.00000
        97.93314        33.00000
        97.96663        26.00000
        98.00003        26.00000
        98.03342        31.00000
        98.06682        23.00000
        98.10032        20.00000
        98.13371        33.00000
        98.16711        16.00000
        98.20051        16.00000
        98.23401        25.00000
        98.26740        30.00000
        98.30080        32.00000
        98.33420        27.00000
        98.36760        28.00000
        98.40109        33.00000
        98.43449        40.00000
        98.46788        50.00000
        98.50128        50.00000
        98.53468        62.00000
        98.56818        70.00000
        98.60158       100.00000
        98.63496        90.00000
        98.66837        66.00000
        98.70187        69.00000
        98.73526        38.00000
        98.76866        52.00000
        98.80206        51.00000
        98.83555        38.00000
        98.86895        47.00000
        98.90234        54.00000
        98.93575        71.00000
        98.96915        42.00000
        99.00264        46.00000
        99.03603        48.00000
        99.06943        40.00000
        99.10283        25.00000
        99.13633        42.00000
        99.16972        30.00000
        99.20313        36.00000
        99.23652        17.00000
        99.26991        32.00000
        99.30341        23.00000
        99.33681        25.00000
        99.37021        25.00000
        99.40360        32.00000
        99.43710        17.00000
        99.47050        27.00000
        99.50389        15.00000
        99.53729        33.00000
        99.57069        27.00000
        99.60418        21.00000
        99.63758        20.00000
        99.67097        12.00000
        99.70438        23.00000
        99.73788        33.00000
        99.77127        26.00000
        99.80466        25.00000
        99.83807        22.00000
        99.87156        33.00000
        99.90496        20.00000
        99.93835        21.00000
        99.97176        30.00000
       100.00515        27.00000
       100.03864        18.00000
       100.07204        20.00000
       100.10544        32.00000
       100.13884        16.00000
       100.17234        26.00000
       100.20573        27.00000
       100.23913        23.00000
       100.27252        35.00000
       100.30592        30.00000
       100.33942        22.00000
       100.37282        22.00000
       100.40621        30.00000
       100.43961        36.00000
       100.47311        31.00000
       100.50651        22.00000
       100.53990        27.00000
       100.57330        20.00000
       100.60670        20.00000
       100.64019        23.00000
       100.67359        27.00000
       100.70699        27.00000
       100.74039        20.00000
       100.77389        26.00000
       100.80727        37.00000
       100.84068        32.00000
       100.87407        31.00000
       100.90747        23.00000
       100.94097        28.00000
       100.97436        20.00000
       101.00776        25.00000
       101.04115        38.00000
       101.07465        27.00000
       101.10806        28.00000
       101.14145        20.00000
       101.17484        30.00000
       101.20834        30.00000
       101.24174        17.00000
       101.27514        26.00000
       101.30853        33.00000
       101.34193        25.00000
       101.37543        30.00000
       101.40882        18.00000
       101.44222        25.00000
       101.47562        25.00000
       101.50912        27.00000
       101.54252        42.00000
       101.57590        38.00000
       101.60931        35.00000
       101.64270        43.00000
       101.67620        40.00000
       101.70960        31.00000
       101.74299        32.00000
       101.77639        26.00000
       101.80988        22.00000
       101.84328        21.00000
       101.87669        22.00000
       101.91008        31.00000
       101.94358        36.00000
       101.97697        15.00000
       102.01037        25.00000
       102.04377        31.00000
       102.07716        20.00000
       102.11066        32.00000
       102.14405        37.00000
       102.17745        25.00000
       102.21085        32.00000
       102.24435        25.00000
       102.27775        30.00000
       102.31114        36.00000
       102.34454        33.00000
       102.37794        26.00000
       102.41143        35.00000
       102.44483        17.00000
       102.47823        21.00000
       102.51163        28.00000
       102.54512        28.00000
       102.57851        13.00000
       102.61192        35.00000
       102.64532        36.00000
       102.67871        31.00000
       102.71221        46.00000
       102.74560        28.00000
       102.77900        31.00000
       102.81240        31.00000
       102.84589        56.00000
       102.87930        80.00000
       102.91269        75.00000
       102.94608        74.00000
       102.97948        65.00000
       103.01298        54.00000
       103.04638        47.00000
       103.07977        31.00000
       103.11317        26.00000
       103.14667        33.00000
       103.18006        43.00000
       103.21346        37.00000
       103.24686        50.00000
       103.28026        60.00000
       103.31375        48.00000
       103.34715        56.00000
       103.38055        42.00000
       103.41394        36.00000
       103.44744        33.00000
       103.48084        36.00000
       103.51423        40.00000
       103.54763        22.00000
       103.58112        26.00000
       103.61452        32.00000
       103.64793        28.00000
       103.68132        31.00000
       103.71471        31.00000
       103.74821        31.00000
       103.78161        41.00000
       103.81501        31.00000
       103.84840        27.00000
       103.88190        27.00000
       103.91529        32.00000
       103.94869        41.00000
       103.98209        50.00000
       104.01549        60.00000
       104.04899        95.00000
       104.08238       113.00000
       104.11578       120.00000
       104.14918        84.00000
       104.18267       111.00000
       104.21607        62.00000
       104.24947        62.00000
       104.28286        48.00000
       104.31636        56.00000
       104.34975        51.00000
       104.38316        42.00000
       104.41655        60.00000
       104.44995        72.00000
       104.48345        69.00000
       104.51684        64.00000
       104.55024        46.00000
       104.58363        47.00000
       104.61703        30.00000
       104.65054        28.00000
       104.68392        32.00000
